gene	phenotyp
TOP3A	Microcephaly,-growth-restriction,-and-increased-sister-chromatid-exchange-2,-618097-(3),-Autosomal-recessive;-Progressive-external-ophthalmoplegia-with-mitochondrial-DNA-deletions,-autosomal-recessive-5,-618098-(3),-Autosomal-recessive
TOPORS	Retinitis-pigmentosa-31,-609923-(3),-Autosomal-dominant
TOR1A	{Dystonia-1,-modifier-of}-(3);-Arthrogryposis-multiplex-congenita-5,-618947-(3),-Autosomal-recessive;-Dystonia-1,-torsion,-128100-(3),-Autosomal-dominant
TOR1AIP1	?Muscular-dystrophy,-autosomal-recessive,-with-rigid-spine-and-distal-joint-contractures,-617072-(3),-Autosomal-recessive
TP53	{Basal-cell-carcinoma-7},-614740-(3),-Autosomal-dominant;-{Adrenocortical-carcinoma,-pediatric},-202300-(3),-Autosomal-dominant;-Hepatocellular-carcinoma,-somatic,-114550-(3);-Breast-cancer,-somatic,-114480-(3);-Li-Fraumeni-syndrome,-151623-(3),-Autosomal-dominant;-Pancreatic-cancer,-somatic,-260350-(3);-Nasopharyngeal-carcinoma,-somatic,-607107-(3);-{Osteosarcoma},-259500-(3),-Somatic-mutation;-{Choroid-plexus-papilloma},-260500-(3),-Autosomal-dominant;-{Colorectal-cancer},-114500-(3),-Autosomal-dominant,-Somatic-mutation;-{Glioma-susceptibility-1},-137800-(3),-Autosomal-dominant,-Somatic-mutation;-Bone-marrow-failure-syndrome-5,-618165-(3),-Autosomal-dominant
TP53BP1	Microcephaly-and-chorioretinopathy,-autosomal-recessive,-3,-616335-(3),-Autosomal-recessive
TP53INP1	Mitochondrial-complex-I-deficiency,-nuclear-type-17,-618239-(3),-Autosomal-recessive;-Fanconi-renotubular-syndrome-5,-618913-(3),-Autosomal-recessive
TP53RK	Galloway-Mowat-syndrome-4,-617730-(3),-Autosomal-recessive
TP53,WRAP53	{Basal-cell-carcinoma-7},-614740-(3),-Autosomal-dominant;-{Adrenocortical-carcinoma,-pediatric},-202300-(3),-Autosomal-dominant;-Hepatocellular-carcinoma,-somatic,-114550-(3);-Breast-cancer,-somatic,-114480-(3);-Li-Fraumeni-syndrome,-151623-(3),-Autosomal-dominant;-Pancreatic-cancer,-somatic,-260350-(3);-Nasopharyngeal-carcinoma,-somatic,-607107-(3);-{Osteosarcoma},-259500-(3),-Somatic-mutation;-{Choroid-plexus-papilloma},-260500-(3),-Autosomal-dominant;-{Colorectal-cancer},-114500-(3),-Autosomal-dominant,-Somatic-mutation;-{Glioma-susceptibility-1},-137800-(3),-Autosomal-dominant,-Somatic-mutation;-Bone-marrow-failure-syndrome-5,-618165-(3),-Autosomal-dominant
TP53,WRAP53	Dyskeratosis-congenita,-autosomal-recessive-3,-613988-(3),-Autosomal-recessive
TP63	Premature-ovarian-failure-21,-620311-(3),-Autosomal-dominant;-Ectrodactyly,-ectodermal-dysplasia,-and-cleft-lip/palate-syndrome-3,-604292-(3),-Autosomal-dominant;-Hay-Wells-syndrome,-106260-(3),-Autosomal-dominant;-Split-hand/foot-malformation-4,-605289-(3),-Autosomal-dominant;-Orofacial-cleft-8,-618149-(3);-Rapp-Hodgkin-syndrome,-129400-(3),-Autosomal-dominant;-ADULT-syndrome,-103285-(3),-Autosomal-dominant;-Limb-mammary-syndrome,-603543-(3),-Autosomal-dominant
TP73	Ciliary-dyskinesia,-primary,-47,-and-lissencephaly,-619466-(3),-Autosomal-recessive
TPCN2	[Skin/hair/eye-pigmentation-10,-blond/brown-hair],-612267-(3)
TPGS2	Cardiomyopathy,-familial-hypertrophic,-28,-619402-(3),-Autosomal-dominant
TPH2	{?Attention-deficit-hyperactivity-disorder,-susceptibility-to,-7},-613003-(3);-{Unipolar-depression,-susceptibility-to},-608516-(3)
TPI1	Hemolytic-anemia-due-to-triosephosphate-isomerase-deficiency,-615512-(3),-Autosomal-recessive
TPK1	Thiamine-metabolism-dysfunction-syndrome-5-(episodic-encephalopathy-type),-614458-(3),-Autosomal-recessive
TPM1	Left-ventricular-noncompaction-9,-611878-(3),-Autosomal-dominant;-Cardiomyopathy,-hypertrophic,-3,-115196-(3),-Autosomal-dominant;-Cardiomyopathy,-dilated,-1Y,-611878-(3),-Autosomal-dominant
TPM2	Arthrogryposis,-distal,-type-2B4,-108120-(3),-Autosomal-dominant;-Arthrogryposis,-distal,-type-1A,-108120-(3),-Autosomal-dominant;-Congenital-myopathy-23,-609285-(3),-Autosomal-dominant
TPM3	Congenital-myopathy-4A,-autosomal-dominant,-255310-(3),-Autosomal-dominant;-Congenital-myopathy-4B,-autosomal-recessive,-609284-(3),-Autosomal-recessive
TPM4	Bleeding-disorder,-platelet-type,-25,-620486-(3),-Autosomal-dominant
TPMT	{Thiopurines,-poor-metabolism-of,-1},-610460-(3),-Autosomal-recessive
TPO	Thyroid-dyshormonogenesis-2A,-274500-(3),-Autosomal-recessive
TPP1	Ceroid-lipofuscinosis,-neuronal,-2,-204500-(3),-Autosomal-recessive;-Spinocerebellar-ataxia,-autosomal-recessive-7,-609270-(3),-Autosomal-recessive
TPP2	Immunodeficiency-78-with-autoimmunity-and-developmental-delay,-619220-(3),-Autosomal-recessive
TPR	Camptodactyly-arthropathy-coxa-vara-pericarditis-syndrome,-208250-(3),-Autosomal-recessive
TPR	?Intellectual-developmental-disorder,-autosomal-recessive-79,-620393-(3),-Autosomal-recessive
TPRKB	Galloway-Mowat-syndrome-5,-617731-(3),-Autosomal-recessive
TPRN	Deafness,-autosomal-recessive-79,-613307-(3),-Autosomal-recessive
TPSG1	{Epilepsy,-childhood-absence,-susceptibility-to,-6},-611942-(3);-Hyperaldosteronism,-familial,-type-IV,-617027-(3),-Autosomal-dominant;-{Epilepsy,-idiopathic-generalized,-susceptibility-to,-6},-611942-(3)
TPT1	{Encephalopathy,-acute,-infection-induced-(herpes-specific),-susceptibility-to,-10},-619396-(3),-Autosomal-dominant
TRA2B	Ramond-Elliott-neurodevelopmental-syndrome,-621421-(3),-Autosomal-dominant
TRAC	Immunodeficiency-7,-TCR-alpha/beta-deficient,-615387-(3),-Autosomal-recessive
TRAF3	Immunodeficiency-132A,-614849-(3),-Autosomal-dominant;-Immunodeficiency-132B,-621096-(3),-Autosomal-dominant
TRAF3IP1	Senior-Loken-syndrome-9,-616629-(3),-Autosomal-recessive
TRAF3IP2	?Candidiasis,-familial,-8,-615527-(3),-Autosomal-recessive;-{Psoriasis-susceptibility-13},-614070-(3),-Autosomal-dominant
TRAF7	Cardiac,-facial,-and-digital-anomalies-with-developmental-delay,-618164-(3),-Autosomal-dominant
TRAIP	Seckel-syndrome-9,-616777-(3),-Autosomal-recessive
TRAK1	Developmental-and-epileptic-encephalopathy-68,-618201-(3),-Autosomal-recessive
TRAP1	{Systemic-lupus-erythematosus,-susceptibility-to},-152700-(3),-Autosomal-dominant
TRAPPC10	Neurodevelopmental-disorder-with-microcephaly,-short-stature,-and-speech-delay,-620027-(3),-Autosomal-recessive
TRAPPC11	Muscular-dystrophy,-limb-girdle,-autosomal-recessive-18,-615356-(3),-Autosomal-recessive
TRAPPC12	Encephalopathy,-progressive,-early-onset,-with-brain-atrophy-and-spasticity,-617669-(3),-Autosomal-recessive
TRAPPC14	?Microcephaly-25,-primary,-autosomal-recessive,-618351-(3),-Autosomal-recessive
TRAPPC2	Simpson-Golabi-Behmel-syndrome,-type-2,-300209-(3),-X-linked-recessive;-?Retinitis-pigmentosa-23,-300424-(3),-X-linked-recessive;-Orofaciodigital-syndrome-I,-311200-(3),-X-linked-dominant;-Joubert-syndrome-10,-300804-(3),-X-linked-recessive
TRAPPC2	Spondyloepiphyseal-dysplasia-tarda,-313400-(3),-X-linked-recessive
TRAPPC2L	Encephalopathy,-progressive,-early-onset,-with-episodic-rhabdomyolysis,-618331-(3),-Autosomal-recessive
TRAPPC4	Neurodevelopmental-disorder-with-epilepsy,-spasticity,-and-brain-atrophy,-618741-(3),-Autosomal-recessive
TRAPPC6B	Neurodevelopmental-disorder-with-microcephaly,-epilepsy,-and-brain-atrophy,-617862-(3),-Autosomal-recessive
TRAPPC9	Intellectual-developmental-disorder,-autosomal-recessive-13,-613192-(3),-Autosomal-recessive
TRDN	Cardiac-arrhythmia-syndrome,-with-or-without-skeletal-muscle-weakness,-615441-(3),-Autosomal-recessive
TREH	Trehalase-deficiency,-612119-(3),-Autosomal-recessive
TREM2	{Alzheimer-disease-17,-susceptibility-to},-615080-(3),-Autosomal-recessive;-Polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy-2,-618193-(3),-Autosomal-recessive
TRH	Thyrotropin-releasing-hormone-deficiency,-275120-(1),-Autosomal-recessive
TRHR	Hypothyroidism,-congenital,-nongoitrous,-7,-618573-(3),-Autosomal-recessive
TRIM2	Charcot-Marie-Tooth-disease,-type-2R,-615490-(3),-Autosomal-recessive
TRIM28	Wilms-tumor-7,-621332-(3),-Autosomal-dominant
TRIM32	?Bardet-Biedl-syndrome-11,-615988-(3),-Autosomal-recessive;-Muscular-dystrophy,-limb-girdle,-autosomal-recessive-8,-254110-(3),-Autosomal-recessive
TRIM33	?Developmental-dysplasia-of-the-hip-4,-621311-(3),-Autosomal-recessive
TRIM36	?Anencephaly-1,-206500-(3),-Autosomal-recessive
TRIM37	Mulibrey-nanism,-253250-(3),-Autosomal-recessive
TRIM44	?Aniridia-3,-617142-(3),-Autosomal-dominant
TRIM63	Cardiomyopathy,-familial-hypertrophic,-31,-621270-(3),-Autosomal-recessive
TRIM71	Hydrocephalus,-congenital,-4,-618667-(3),-Autosomal-dominant
TRIM8	Focal-segmental-glomerulosclerosis-and-neurodevelopmental-syndrome,-619428-(3),-Autosomal-dominant
TRIO	Intellectual-developmental-disorder,-autosomal-dominant-44,-with-microcephaly,-617061-(3),-Autosomal-dominant;-Intellectual-developmental-disorder,-autosomal-dominant-63,-with-macrocephaly,-618825-(3),-Autosomal-dominant
TRIOBP	Deafness,-autosomal-recessive-28,-609823-(3),-Autosomal-recessive
TRIP11	Odontochondrodysplasia-1,-184260-(3),-Autosomal-recessive;-Achondrogenesis,-type-IA,-200600-(3),-Autosomal-recessive
TRIP12	Intellectual-developmental-disorder,-autosomal-dominant-49,-617752-(3),-Autosomal-dominant
TRIP13	Oocyte/zygote/embryo-maturation-arrest-9,-619011-(3),-Autosomal-recessive;-Mosaic-variegated-aneuploidy-syndrome-3,-617598-(3),-Autosomal-recessive
TRIP4	?Muscular-dystrophy,-congenital,-Davignon-Chauveau-type,-617066-(3),-Autosomal-recessive;-Spinal-muscular-atrophy-with-congenital-bone-fractures-1,-616866-(3),-Autosomal-recessive
TRIT1	Combined-oxidative-phosphorylation-deficiency-35,-617873-(3),-Autosomal-recessive
TRMT1	Intellectual-developmental-disorder,-autosomal-recessive-68,-618302-(3),-Autosomal-recessive
TRMT10A	Microcephaly,-short-stature,-and-impaired-glucose-metabolism-1,-616033-(3),-Autosomal-recessive
TRMT10C	Combined-oxidative-phosphorylation-deficiency-30,-616974-(3),-Autosomal-recessive
TRMT5	Peripheral-neuropathy-with-variable-spasticity,-exercise-intolerance,-and-developmental-delay,-616539-(3),-Autosomal-recessive
TRMU	{Deafness,-mitochondrial,-modifier-of},-580000-(3),-Mitochondrial;-Liver-failure,-transient-infantile,-613070-(3),-Autosomal-recessive
TRNT1	Sideroblastic-anemia-with-B-cell-immunodeficiency,-periodic-fevers,-and-developmental-delay,-616084-(3),-Autosomal-recessive;-Retinitis-pigmentosa-and-erythrocytic-microcytosis,-616959-(3),-Autosomal-recessive
TRPA1	?Episodic-pain-syndrome,-familial,-1,-615040-(3),-Autosomal-dominant
TRPC3	?Spinocerebellar-ataxia-41,-616410-(3),-Autosomal-dominant
TRPC6	Glomerulosclerosis,-focal-segmental,-2,-603965-(3),-Autosomal-dominant
TRPM1	Night-blindness,-congenital-stationary-(complete),-1C,-autosomal-recessive,-613216-(3),-Autosomal-recessive
TRPM3	?Cataract-50-with-or-without-glaucoma,-620253-(3),-Autosomal-dominant;-Neurodevelopmental-disorder-with-hypotonia,-dysmorphic-facies,-and-skeletal-anomalies,-with-or-without-seizures,-620224-(3),-Autosomal-dominant
TRPM4	Progressive-familial-heart-block,-type-IB,-604559-(3),-Autosomal-dominant;-Erythrokeratodermia-variabilis-et-progressiva-6,-618531-(3),-Autosomal-dominant
TRPM6	Hypomagnesemia-1,-intestinal,-602014-(3),-Autosomal-recessive
TRPM7	{Amyotrophic-lateral-sclerosis-parkinsonism/dementia-complex,-susceptibility-to},-105500-(3),-Autosomal-dominant
TRPS1	Trichorhinophalangeal-syndrome,-type-III,-190351-(3),-Autosomal-dominant;-Trichorhinophalangeal-syndrome,-type-I,-190350-(3),-Autosomal-dominant
TRPT1	Leukocyte-adhesion-deficiency,-type-III,-612840-(3),-Autosomal-recessive
TRPV3	?Palmoplantar-keratoderma,-nonepidermolytic,-focal-2,-616400-(3),-Autosomal-dominant;-Olmsted-syndrome-1,-614594-(3),-Autosomal-dominant
TRPV4	Neuronopathy,-distal-hereditary-motor,-autosomal-dominant-8,-600175-(3),-Autosomal-dominant;-Spondylometaphyseal-dysplasia,-Kozlowski-type,-184252-(3),-Autosomal-dominant;-Digital-arthropathy-brachydactyly,-familial,-606835-(3),-Autosomal-dominant;-[Sodium-serum-level-QTL-1],-613508-(3);-SED,-Maroteaux-type,-184095-(3),-Autosomal-dominant;-Metatropic-dysplasia,-156530-(3),-Autosomal-dominant;-Scapuloperoneal-spinal-muscular-atrophy,-181405-(3),-Autosomal-dominant;-Hereditary-motor-and-sensory-neuropathy,-type-IIc,-606071-(3),-Autosomal-dominant;-?Avascular-necrosis-of-femoral-head,-primary,-2,-617383-(3),-Autosomal-dominant;-Parastremmatic-dwarfism,-168400-(3),-Autosomal-dominant;-Brachyolmia-type-3,-113500-(3),-Autosomal-dominant
TRPV6	Hyperparathyroidism,-transient-neonatal,-618188-(3),-Autosomal-recessive
TRRAP	?Deafness,-autosomal-dominant-75,-618778-(3),-Autosomal-dominant;-Developmental-delay-with-or-without-dysmorphic-facies-and-autism,-618454-(3),-Autosomal-dominant
TRU-TCA1-1	Thyroid-hormone-metabolism,-abnormal,-3,-620198-(3),-Autosomal-recessive
TSC1	Focal-cortical-dysplasia,-type-II,-somatic,-607341-(3);-Tuberous-sclerosis-1,-191100-(3),-Autosomal-dominant;-Lymphangioleiomyomatosis,-606690-(3)
TSC2	Lymphangioleiomyomatosis,-somatic,-606690-(3);-?Focal-cortical-dysplasia,-type-II,-somatic,-607341-(3);-Tuberous-sclerosis-2,-613254-(3),-Autosomal-dominant
TSEN15	Pontocerebellar-hypoplasia,-type-2F,-617026-(3),-Autosomal-recessive
TSEN2	Pontocerebellar-hypoplasia-type-2B,-612389-(3),-Autosomal-recessive
TSEN34	?Pontocerebellar-hypoplasia-type-2C,-612390-(3),-Autosomal-recessive
TSEN54	Pontocerebellar-hypoplasia-type-2A,-277470-(3),-Autosomal-recessive;-Pontocerebellar-hypoplasia-type-4,-225753-(3),-Autosomal-recessive;-?Pontocerebellar-hypoplasia-type-5,-610204-(3),-Autosomal-recessive
TSFM	Combined-oxidative-phosphorylation-deficiency-3,-610505-(3),-Autosomal-recessive
TSFM	Nephrotic-syndrome,-type-21,-618594-(3),-Autosomal-recessive
TSGA10	?Spermatogenic-failure-26,-617961-(3),-Autosomal-recessive
TSHB	Hypothyroidism,-congenital,-nongoitrous-4,-275100-(3),-Autosomal-recessive
TSHR	Hyperthyroidism,-familial-gestational,-603373-(3),-Autosomal-dominant;-Hyperthyroidism,-nonautoimmune,-609152-(3),-Autosomal-dominant;-Thyroid-adenoma,-hyperfunctioning,-somatic,-609152-(3);-Hypothyroidism,-congenital,-nongoitrous,-1,-275200-(3),-Autosomal-recessive;-Thyroid-carcinoma-with-thyrotoxicosis,-somatic,-609152-(3)
TSHZ1	Aural-atresia,-congenital,-607842-(3),-Autosomal-dominant
TSPAN12	Exudative-vitreoretinopathy-5,-613310-(3),-Autosomal-dominant
TSPAN7	Intellectual-developmental-disorder,-X-linked-58,-300210-(3),-X-linked-recessive
TSPEAR	Tooth-agenesis,-selective,-10,-620173-(3),-Autosomal-recessive;-?Deafness,-autosomal-recessive-98,-614861-(3),-Autosomal-recessive;-Ectodermal-dysplasia-14,-hypohidrotic/hair/tooth/nail-type,-618180-(3),-Autosomal-recessive
TSPOAP1	Dystonia-22,-juvenile-onset,-620453-(3),-Autosomal-recessive;-?Dystonia-22,-adult-onset,-620456-(3),-Autosomal-recessive
TSPYL1	Ehlers-Danlos-syndrome,-musculocontractural-type-2,-615539-(3),-Autosomal-recessive
TSPYL1	Sudden-infant-death-with-dysgenesis-of-the-testes-syndrome,-608800-(3),-Autosomal-recessive
TSR2	?Diamond-Blackfan-anemia-14-with-mandibulofacial-dysostosis,-300946-(3),-X-linked-recessive
TSSK1B	Colorectal-cancer,-somatic,-114500-(3)
TTBK2	Spinocerebellar-ataxia-11,-604432-(3),-Autosomal-dominant
TTC12	Ciliary-dyskinesia,-primary,-45,-618801-(3),-Autosomal-recessive
TTC14	Ciliary-dyskinesia,-primary,-14,-613807-(3),-Autosomal-recessive
TTC19	Mitochondrial-complex-III-deficiency,-nuclear-type-2,-615157-(3),-Autosomal-recessive
TTC19	Spermatogenic-failure-71,-619831-(3),-Autosomal-recessive;-?Ovarian-dysgenesis-10,-619834-(3),-Autosomal-recessive
TTC19,ZSWIM7	Mitochondrial-complex-III-deficiency,-nuclear-type-2,-615157-(3),-Autosomal-recessive
TTC19,ZSWIM7	Spermatogenic-failure-71,-619831-(3),-Autosomal-recessive;-?Ovarian-dysgenesis-10,-619834-(3),-Autosomal-recessive
TTC21A	Spermatogenic-failure-37,-618429-(3),-Autosomal-recessive
TTC21B	Short-rib-thoracic-dysplasia-4-with-or-without-polydactyly,-613819-(3),-Autosomal-recessive;-Nephronophthisis-12,-613820-(3),-Autosomal-dominant,-Autosomal-recessive
TTC26	Biliary,-renal,-neurologic,-and-skeletal-syndrome,-619534-(3),-Autosomal-recessive
TTC29	Spermatogenic-failure-42,-618745-(3),-Autosomal-recessive
TTC37	Trichohepatoenteric-syndrome-1,-222470-(3),-Autosomal-recessive
TTC5	Neurodevelopmental-disorder-with-cerebral-atrophy-and-variable-facial-dysmorphism,-619244-(3),-Autosomal-recessive
TTC7A	Factor-V-and-factor-VIII,-combined-deficiency-of,-613625-(3)
TTC7A	Gastrointestinal-defects-and-immunodeficiency-syndrome,-243150-(3),-Autosomal-recessive
TTC8	Bardet-Biedl-syndrome-8,-615985-(3),-Autosomal-recessive;-?Retinitis-pigmentosa-51,-613464-(3),-Autosomal-recessive
TTI1	Neurodevelopmental-disorder-with-microcephaly-and-movement-abnormalities,-620445-(3),-Autosomal-recessive
TTI2	Intellectual-developmental-disorder,-autosomal-recessive-39,-615541-(3),-Autosomal-recessive
TTLL13P	{Epidermodysplasia-verruciformis,-susceptibility-to,-3},-618267-(3),-Autosomal-recessive
TTLL5	Cone-rod-dystrophy-19,-615860-(3),-Autosomal-recessive
TTN	Muscular-dystrophy,-limb-girdle,-autosomal-recessive-10,-608807-(3),-Autosomal-recessive;-Congenital-myopathy-5-with-cardiomyopathy,-611705-(3),-Autosomal-recessive;-Tibial-muscular-dystrophy,-tardive,-600334-(3),-Autosomal-dominant;-Cardiomyopathy,-dilated,-1G,-604145-(3),-Autosomal-dominant;-?Cardiomyopathy,-familial-hypertrophic,-9,-613765-(3),-Autosomal-dominant;-Myopathy-myofibrillar,-9,-with-early-respiratory-failure,-603689-(3),-Autosomal-dominant
TTPA	Ataxia-with-isolated-vitamin-E-deficiency,-277460-(3),-Autosomal-recessive
TTR	Amyloidosis,-hereditary-systemic-1,-105210-(3),-Autosomal-dominant;-Carpal-tunnel-syndrome,-familial,-115430-(3),-Autosomal-dominant;-[Dystransthyretinemic-hyperthyroxinemia],-145680-(3),-Autosomal-dominant
TUB	?Retinal-dystrophy-and-obesity,-616188-(3),-Autosomal-recessive
TUBA1A	Lissencephaly-3,-611603-(3),-Autosomal-dominant
TUBA1C	Oocyte/zygote/embryo-maturation-arrest-24,-621232-(3),-Autosomal-recessive
TUBA3D	Keratoconus-9,-617928-(3),-Autosomal-dominant
TUBA4A	Oocyte/zygote/embryo-maturation-arrest-23,-621231-(3),-Autosomal-dominant,-Autosomal-recessive;-Spastic-ataxia-11,-autosomal-dominant,-621226-(3),-Autosomal-dominant;-Frontotemporal-dementia-and/or-amyotrophic-lateral-sclerosis-9,-616208-(3),-Autosomal-dominant;-Congenital-myopathy-26,-621225-(3),-Autosomal-dominant
TUBA4B	Oocyte/zygote/embryo-maturation-arrest-23,-621231-(3),-Autosomal-dominant,-Autosomal-recessive;-Spastic-ataxia-11,-autosomal-dominant,-621226-(3),-Autosomal-dominant;-Frontotemporal-dementia-and/or-amyotrophic-lateral-sclerosis-9,-616208-(3),-Autosomal-dominant;-Congenital-myopathy-26,-621225-(3),-Autosomal-dominant
TUBA8	Macrothrombocytopenia,-isolated,-2,-autosomal-dominant,-619840-(3),-Autosomal-dominant
TUBB	Symmetric-circumferential-skin-creases,-congenital,-1,-156610-(3),-Autosomal-dominant;-Cortical-dysplasia,-complex,-with-other-brain-malformations-6,-615771-(3),-Autosomal-dominant
TUBB1	Macrothrombocytopenia,-isolated,-1,-autosomal-dominant,-613112-(3),-Autosomal-dominant
TUBB2A	Cortical-dysplasia,-complex,-with-other-brain-malformations-5,-615763-(3),-Autosomal-dominant
TUBB2B	Cortical-dysplasia,-complex,-with-other-brain-malformations-7,-610031-(3),-Autosomal-dominant
TUBB3	Fibrosis-of-extraocular-muscles,-congenital,-3A,-600638-(3),-Autosomal-dominant;-Cortical-dysplasia,-complex,-with-other-brain-malformations-1,-614039-(3),-Autosomal-dominant
TUBB4A	Dystonia-4,-torsion,-autosomal-dominant,-128101-(3),-Autosomal-dominant;-Leukodystrophy,-hypomyelinating,-6,-612438-(3),-Autosomal-dominant
TUBB4B	Leber-congenital-amaurosis-with-early-onset-deafness,-617879-(3),-Autosomal-dominant
TUBB6	?Facial-palsy,-congenital,-with-ptosis-and-velopharyngeal-dysfunction,-617732-(3),-Autosomal-dominant
TUBB6	Spastic-ataxia-5,-autosomal-recessive,-614487-(3),-Autosomal-recessive;-Optic-atrophy-12,-618977-(3),-Autosomal-dominant;-Spinocerebellar-ataxia-28,-610246-(3),-Autosomal-dominant
TUBB8	Oocyte/zygote/embryo-maturation-arrest-2,-616780-(3),-Autosomal-dominant,-Autosomal-recessive
TUBG1	Cortical-dysplasia,-complex,-with-other-brain-malformations-4,-615412-(3),-Autosomal-dominant
TUBGCP2	Pachygyria,-microcephaly,-developmental-delay,-and-dysmorphic-facies,-with-or-without-seizures,-618737-(3),-Autosomal-recessive
TUBGCP4	Microcephaly-and-chorioretinopathy,-autosomal-recessive,-3,-616335-(3),-Autosomal-recessive
TUBGCP6	Microcephaly-and-chorioretinopathy,-autosomal-recessive,-1,-251270-(3),-Autosomal-recessive
TUFM	Combined-oxidative-phosphorylation-deficiency-4,-610678-(3),-Autosomal-recessive
TUFT1	Woolly-hair-skin-fragility-syndrome,-620415-(3),-Autosomal-recessive
